date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,monthly_income_outlier_flag,monthly_expense_total_outlier_flag,savings_rate_outlier_flag,net_savings,year,month,discretionary_ratio,essential_ratio,expense_income_ratio
2022-11-11,1199,3450.7,2302.19,0.16,2957.13,normal,657.0,0.42,436.23,608.75,1,1398.63,45,0,430.86,2232.47,Salary,1398.47,Education,Neutral,37.7,Low,1148.51,0,0,0,0,1148.5099999999998,2022,11,0.18715223330828473,0.9697157923542365,0.6671660822441824
2019-09-28,1938,3381.06,2417.67,0.33,2632.84,normal,697.0,0.14,155.8,392.1,8,766.2,58,0,196.61,2723.06,Salary,1095.73,Dining Out,Positive,83.2,Low,963.39,0,0,0,0,963.3899999999999,2019,9,0.08132209937667259,1.1263158330127767,0.7150627318060017
2022-08-13,1519,5455.07,2837.07,0.2,2297.22,normal,754.0,0.14,233.27,532.26,5,1470.04,42,0,470.47,2678.14,Freelance,1122.42,Transportation,Negative,40.3,Low,2618.0,1,0,0,0,2617.9999999999995,2022,8,0.16582953540095943,0.9439809380804843,0.5200794856894596
2022-01-15,1903,5708.64,3088.06,0.36,3827.28,normal,658.0,0.51,761.11,608.42,4,33.89,74,0,359.77,1108.42,Freelance,1132.04,Transportation,Positive,61.9,Low,2620.58,0,0,0,0,2620.5800000000004,2022,1,0.11650356534523293,0.35893732634728603,0.5409449536141707
2021-11-16,1335,4374.48,4704.11,0.2,2581.05,normal,666.0,0.28,791.63,275.37,9,543.07,51,0,163.42,2079.27,Freelance,1375.16,Dining Out,Positive,48.0,High,0.0,0,0,0,0,-329.6300000000001,2021,11,0.0347398338899388,0.44201134752376114,1.0753529562370843
2023-07-09,1876,4342.3,3491.66,0.29,2995.77,normal,615.0,0.21,640.89,352.05,2,452.29,49,0,280.95,1873.48,Salary,1713.66,Utilities,Negative,5.0,Low,850.64,0,0,0,0,850.6400000000003,2023,7,0.08046316078885114,0.5365585423552122,0.8041038159500725
2019-07-30,1671,4480.08,2618.86,0.08,3506.07,normal,713.0,0.38,554.22,235.42,5,1267.36,33,0,166.91,2340.28,Freelance,1334.49,Utilities,Positive,46.1,Low,1861.22,0,0,0,0,1861.2199999999998,2019,7,0.0637338383876954,0.8936254706246229,0.5845565257763254
2023-10-07,1149,5549.63,3175.02,0.15,2398.82,normal,595.0,0.52,586.84,641.09,9,1166.62,89,0,599.47,2879.58,Salary,1092.28,Entertainment,Positive,45.0,Low,2374.61,0,0,0,0,2374.61,2023,10,0.18880825947553087,0.906948617646503,0.5721138165967821
2022-11-11,1550,2687.96,3789.69,0.2,3631.85,normal,625.0,0.36,476.73,554.51,2,1289.46,92,0,559.46,1003.98,Salary,1134.09,Investments,Neutral,37.6,High,0.0,0,0,0,0,-1101.73,2022,11,0.14762685074504775,0.26492404391915964,1.4098758910102829
2023-07-09,1482,4848.42,2249.99,0.35,4187.3,normal,660.0,0.19,209.79,818.79,6,973.52,85,0,606.61,2530.02,Salary,1299.04,Healthcare,Positive,71.2,Low,2598.43,0,0,0,0,2598.4300000000003,2023,7,0.2696056426917453,1.1244583309259153,0.4640666443913687
2020-01-26,1182,3503.81,2708.25,0.24,2741.25,normal,782.0,0.5,508.9,78.58,4,590.89,87,0,386.19,2282.18,Salary,1514.94,Healthcare,Positive,74.9,Low,795.56,0,0,0,0,795.56,2020,1,0.1425976183882581,0.8426770054463214,0.7729443091948479
2019-04-01,1696,3795.48,3221.45,0.39,3042.96,normal,698.0,0.18,331.65,592.86,2,0.0,56,0,302.12,2396.24,Salary,1583.57,Transportation,Positive,59.2,High,574.03,0,0,0,0,574.0300000000002,2019,4,0.09378385509630757,0.7438389545080631,0.8487595771812787
2020-10-22,1971,3400.45,2751.58,0.29,3033.65,normal,767.0,0.51,374.47,0.0,2,941.59,39,0,798.83,2362.15,Salary,1239.84,Transportation,Neutral,1.7,Medium,648.87,0,0,0,0,648.8699999999999,2020,10,0.2903168361450512,0.8584704060939533,0.8091811377905865
2021-08-18,1205,1748.43,3125.37,0.27,2301.86,normal,607.0,0.26,483.25,872.87,6,712.72,21,0,609.9,2562.16,Salary,1358.62,Utilities,Negative,22.6,High,0.0,0,0,0,0,-1376.9399999999998,2021,8,0.1951448948444504,0.8197941363742532,1.7875293835040578
2021-04-20,1176,3027.25,1786.86,0.35,2487.53,normal,789.0,0.4,524.13,0.0,8,1565.65,99,0,450.17,1929.83,Salary,634.21,Transportation,Neutral,20.8,High,1240.39,0,0,0,0,1240.39,2021,4,0.25193355942827084,1.0800118643878087,0.5902584854240647
2019-03-02,1795,3643.19,2620.77,0.36,3156.53,normal,662.0,0.45,355.39,302.54,2,1024.65,31,0,369.29,2810.98,Salary,1314.64,Insurance,Positive,88.1,Low,1022.42,0,0,0,0,1022.4200000000001,2019,3,0.14090896950132978,1.07257790649313,0.7193613289452375
2021-11-16,1848,3699.45,1747.07,0.18,2596.34,normal,673.0,0.46,447.79,319.56,6,655.65,75,0,474.01,2272.98,Freelance,1371.17,Entertainment,Positive,11.6,Medium,1952.38,0,0,0,0,1952.3799999999999,2021,11,0.27131711952011084,1.3010240001831639,0.47225128059576427
2021-01-20,1632,3835.88,3787.06,0.21,2630.93,normal,744.0,0.35,887.31,1.16,4,188.05,58,0,509.11,3162.9,Salary,403.7,Groceries,Positive,15.2,Low,48.82,0,0,0,0,48.820000000000164,2021,1,0.13443409927489927,0.8351861338346898,0.9872728031116719
2020-03-26,1681,5312.2,2953.76,0.16,2769.19,normal,675.0,0.32,233.87,523.38,8,1204.45,34,0,636.6,1265.21,Salary,1649.06,Groceries,Neutral,14.4,Low,2358.44,0,0,0,0,2358.4399999999996,2020,3,0.21552191105573912,0.4283387952981962,0.5560332818794473
2021-12-16,1005,4621.77,3289.25,0.05,2779.03,normal,767.0,0.3,612.69,405.21,6,149.31,35,0,711.91,2145.24,Mixed,680.52,Healthcare,Positive,46.1,Low,1332.52,0,0,0,0,1332.5200000000004,2021,12,0.2164353576043171,0.6521973094170402,0.7116862154542523
2022-09-12,1751,4442.6,2505.46,0.39,2313.12,normal,652.0,0.26,213.09,584.42,7,1005.76,99,0,952.07,3124.05,Salary,646.58,Entertainment,Positive,25.7,Low,1937.14,0,0,0,0,1937.1400000000003,2022,9,0.3799980841841418,1.2468967774380753,0.5639625444559492
2019-08-29,1649,4543.47,2187.26,0.09,2771.86,normal,698.0,0.3,399.66,80.53,7,1582.48,37,0,439.06,2190.55,Salary,730.39,Groceries,Positive,70.8,Low,2356.21,0,0,0,0,2356.21,2019,8,0.20073516637253913,1.0015041650283916,0.48140738246318343
2020-06-24,1772,4398.16,2171.24,0.09,2223.14,normal,738.0,0.25,577.78,256.25,2,1943.22,68,0,217.05,2566.93,Salary,1338.46,Rent,Negative,21.9,Low,2226.92,1,0,0,0,2226.92,2020,6,0.09996591809288703,1.1822414841288849,0.49367008021536274
2021-05-20,1222,2599.55,3789.75,0.33,3159.22,normal,661.0,0.54,711.83,613.68,6,1012.33,43,0,566.23,2455.42,Salary,863.18,Utilities,Positive,17.4,Low,0.0,0,0,0,0,-1190.1999999999998,2021,5,0.1494109110099611,0.6479108120588429,1.457848473774307
2023-05-10,1410,4529.43,4450.72,0.32,2843.32,normal,706.0,0.3,509.29,314.07,9,1267.85,76,0,68.48,2386.27,Salary,1395.53,Rent,Positive,31.1,Medium,78.71,0,0,0,0,78.71000000000004,2023,5,0.015386274580292627,0.5361537009742243,0.9826225374936802
2020-10-22,1218,5178.3,3616.94,0.25,2578.88,normal,592.0,0.44,444.85,358.61,7,1614.76,38,0,50.53,2444.37,Freelance,769.02,Utilities,Negative,61.3,Medium,1561.36,0,0,0,0,1561.3600000000001,2020,10,0.01397037274602288,0.6758115976488412,0.6984801962033872
2019-11-27,1522,5263.61,1126.55,0.18,2626.09,normal,660.0,0.28,417.03,615.24,8,903.41,57,0,485.23,1683.85,Freelance,1230.79,Transportation,Negative,19.8,Low,4137.06,1,0,0,0,4137.0599999999995,2019,11,0.4307221161954641,1.4946961963516932,0.21402611515670805
2020-01-26,1354,3915.46,989.71,0.28,2528.49,normal,652.0,0.17,497.58,507.24,4,703.28,48,0,587.58,3454.97,Salary,1319.73,Healthcare,Positive,24.3,Medium,2925.75,1,0,1,0,2925.75,2020,1,0.5936890604318437,3.4908912711804465,0.2527697895011059
2020-10-22,1212,4754.98,2735.61,0.25,2969.1,normal,633.0,0.21,666.56,477.38,5,726.0,64,0,580.17,2177.99,Mixed,1645.7,Dining Out,Positive,18.8,Low,2019.37,0,0,0,0,2019.3699999999994,2020,10,0.21208066939366355,0.7961624646788101,0.5753147226697064
2019-07-30,1982,3833.63,3068.96,0.12,2000.9,normal,732.0,0.38,403.66,667.91,7,926.53,27,0,233.27,2619.04,Salary,945.82,Rent,Neutral,46.2,High,764.67,0,0,0,0,764.6700000000001,2019,7,0.07600946248892133,0.8533965903758928,0.8005363063206412
2019-05-31,1398,3385.86,3183.63,0.19,3148.88,normal,681.0,0.39,365.82,184.79,5,649.75,29,0,383.86,2559.81,Salary,1401.25,Utilities,Positive,25.4,Medium,202.23,0,0,0,0,202.23000000000002,2019,5,0.12057305654237459,0.80405386304313,0.9402721908171041
2019-03-02,1592,3396.54,2905.66,0.06,1994.39,normal,657.0,0.33,758.64,567.45,8,1139.14,48,0,611.24,2083.19,Mixed,1302.25,Rent,Positive,69.6,Low,490.88,0,0,0,0,490.8800000000001,2019,3,0.21036184550153839,0.7169421060963774,0.8554764554517243
2019-09-28,1773,3354.24,3694.49,0.25,2493.17,normal,644.0,0.57,792.28,34.77,5,162.94,85,0,0.0,2872.78,Salary,1182.78,Rent,Negative,28.5,Low,0.0,0,0,0,0,-340.25,2019,9,0.0,0.7775849982000222,1.101438775996947
2023-01-10,1807,4385.93,2446.52,0.37,2618.46,normal,718.0,0.19,608.8,249.26,9,1121.99,31,0,389.61,2473.45,Salary,1307.07,Education,Positive,50.0,High,1939.41,0,0,0,0,1939.4100000000003,2023,1,0.1592506907771038,1.0110074718375488,0.5578110001755614
2019-01-01,1653,5651.4,3416.37,0.11,2165.29,normal,704.0,0.41,521.18,268.36,3,679.87,22,1,660.94,1000.0,Salary,984.35,Insurance,Positive,84.5,Medium,2235.03,1,0,0,0,2235.0299999999997,2019,1,0.19346265187904121,0.29270834248046906,0.6045174646990127
2021-08-18,1495,3791.23,2182.44,0.1,2468.39,normal,620.0,0.4,407.04,331.81,6,263.94,82,0,810.9,2354.17,Freelance,1349.77,Healthcare,Positive,87.9,Medium,1608.79,0,0,0,0,1608.79,2021,8,0.37155660636718535,1.0786871574934478,0.5756548666263983
2020-11-21,1439,4381.57,3102.35,0.11,3022.66,normal,628.0,0.52,354.83,456.38,5,914.8,39,0,953.03,1807.13,Salary,1779.79,Insurance,Positive,76.0,Low,1279.22,0,0,0,0,1279.2199999999998,2020,11,0.30719615775138204,0.5825035859912647,0.7080452897020931
2021-08-18,1032,2835.01,3185.63,0.16,4201.34,normal,638.0,0.49,344.08,241.01,3,1216.4,71,0,366.24,2420.12,Salary,1537.45,Healthcare,Positive,17.4,Medium,0.0,0,0,0,0,-350.6199999999999,2021,8,0.11496627040805116,0.7596990234270772,1.12367504876526
2022-02-14,1580,3261.75,3296.65,0.15,3692.32,normal,712.0,0.43,346.92,608.3,2,1226.32,62,0,612.03,1480.1,Salary,379.36,Insurance,Positive,21.2,Medium,0.0,0,0,0,0,-34.90000000000009,2022,2,0.1856521013756389,0.4489709250299546,1.0106997777266804
2019-03-02,1175,4349.43,1616.64,0.16,2988.51,normal,666.0,0.26,647.78,428.98,7,1234.36,32,0,454.94,2144.88,Salary,573.25,Education,Positive,36.2,High,2732.79,0,0,0,0,2732.79,2019,3,0.28141082739509105,1.3267517814726841,0.37169008352818644
2021-07-19,1156,4750.44,3312.93,0.4,2444.19,normal,781.0,0.52,40.45,388.44,6,1143.81,41,0,497.51,2500.25,Salary,1719.79,Transportation,Positive,62.1,Low,1437.51,0,0,0,0,1437.5099999999998,2021,7,0.15017220406105775,0.754694484942332,0.6973943466289438
2020-04-25,1789,4438.58,2404.56,0.33,1888.02,normal,571.0,0.21,696.45,258.07,1,801.51,43,0,304.97,2676.6,Freelance,693.64,Dining Out,Positive,19.4,High,2034.02,1,0,0,0,2034.02,2020,4,0.12682985660578236,1.1131350434175067,0.5417408270212546
2023-11-06,1329,5344.28,2860.93,0.15,3085.08,normal,633.0,0.42,491.61,494.4,1,1745.29,71,0,505.87,2400.02,Freelance,864.91,Insurance,Positive,13.0,Medium,2483.35,0,0,0,0,2483.35,2023,11,0.1768201249244127,0.8388950446183584,0.5353256191666604
2019-05-31,1752,3889.28,1786.17,0.22,3815.38,normal,698.0,0.44,211.15,285.15,2,774.85,42,0,597.04,2463.0,Freelance,855.74,Entertainment,Positive,63.4,Medium,2103.11,0,0,0,0,2103.11,2019,5,0.3342570975886953,1.3789280975495053,0.4592546692446931
2021-05-20,1318,3073.53,2900.26,0.33,2697.23,normal,639.0,0.39,760.16,514.88,3,1455.76,67,0,548.34,1938.53,Salary,1136.74,Investments,Positive,1.1,Low,173.27,0,0,0,0,173.26999999999998,2021,5,0.18906580789308544,0.6683986952893878,0.9436250825597928
2021-10-17,1760,3273.03,4972.57,0.19,2089.53,normal,752.0,0.6,369.34,595.49,3,374.93,99,0,465.91,2604.53,Freelance,1014.43,Entertainment,Negative,14.5,Low,0.0,0,0,0,0,-1699.5399999999995,2021,10,0.09369601634567237,0.523779454085111,1.5192558577220494
2019-05-01,1579,3655.22,3146.22,0.36,3762.18,normal,704.0,0.4,578.86,0.0,2,1292.24,29,0,374.67,3015.8,Salary,999.03,Groceries,Positive,59.9,Medium,509.0,0,0,0,0,509.0,2019,5,0.11908576005492306,0.9585470818950996,0.8607470959340341
2022-02-14,1289,6760.38,3027.02,0.15,2402.42,normal,672.0,0.26,658.54,1020.97,4,1248.67,74,0,419.73,2098.87,Salary,1790.89,Education,Neutral,11.5,Low,3733.36,1,1,0,0,3733.36,2022,2,0.13866112546332698,0.6933783060567819,0.44775885379224245
2023-06-09,1516,3319.65,3477.78,0.24,2981.45,normal,743.0,0.32,374.91,94.32,4,0.0,88,0,491.15,1967.68,Salary,1414.09,Healthcare,Negative,33.8,Low,0.0,0,0,0,0,-158.1300000000001,2023,6,0.14122514937690134,0.5657862199449074,1.0476345397858209
2020-09-22,1237,4942.76,2125.28,0.25,3072.48,normal,718.0,0.55,381.53,575.14,6,1280.06,78,0,568.26,2819.31,Salary,1942.2,Entertainment,Positive,80.3,High,2817.48,0,0,0,0,2817.48,2020,9,0.2673812391778965,1.3265593239479032,0.4299783926389305
2020-07-24,1894,4149.28,3650.56,0.22,2296.33,normal,707.0,0.16,799.45,585.32,9,1436.62,89,0,499.07,1960.73,Salary,1245.96,Healthcare,Neutral,9.9,Low,498.72,0,0,0,0,498.7199999999998,2020,7,0.13671053208274894,0.5371038963884993,0.8798056530289593
2022-03-16,1171,4718.97,3348.12,0.28,3399.58,normal,713.0,0.37,552.89,817.77,5,1403.7,86,0,514.05,1995.95,Salary,750.6,Education,Positive,57.8,High,1370.85,0,0,0,0,1370.8500000000004,2022,3,0.1535339235152862,0.5961405206503949,0.7095022854563601
2023-09-07,1107,5057.78,2746.16,0.29,2405.93,normal,650.0,0.23,302.74,580.91,4,1144.99,47,0,972.89,1328.22,Mixed,464.1,Transportation,Negative,61.6,Low,2311.62,0,0,0,0,2311.62,2023,9,0.3542728755789903,0.4836644623765549,0.5429575821803242
2021-01-20,1736,5284.93,4356.18,0.12,2687.59,normal,637.0,0.27,571.41,146.92,6,1608.74,96,0,399.8,2329.55,Freelance,1068.35,Investments,Positive,8.2,High,928.75,0,0,0,0,928.75,2021,1,0.09177765840713653,0.5347689948532889,0.8242644651868615
2021-06-19,1158,3367.43,2730.8,0.2,3056.91,normal,684.0,0.23,271.27,303.36,5,1314.25,35,0,574.79,2215.08,Mixed,1051.34,Insurance,Negative,42.8,High,636.63,0,0,0,0,636.6299999999997,2021,6,0.21048410722132704,0.8111469166544601,0.8109448451786675
2019-10-28,1104,2087.6,2099.66,0.1,3183.14,normal,761.0,0.16,793.61,543.97,2,786.51,84,0,628.15,2384.62,Freelance,1223.87,Groceries,Positive,62.8,High,0.0,0,0,0,0,-12.059999999999945,2019,10,0.2991674842593563,1.1357172113580294,1.0057769687679632
2021-08-18,1584,4445.12,2184.64,0.18,3280.53,normal,710.0,0.56,533.8,461.62,5,1225.95,90,0,549.66,1733.09,Salary,2070.8,Insurance,Positive,62.2,High,2260.48,0,0,0,0,2260.48,2021,8,0.2516020946242859,0.7933069064010546,0.49146929666690664
2021-09-17,1704,4875.42,2179.69,0.18,2850.22,normal,783.0,0.25,276.25,235.28,5,1478.71,24,0,451.73,2603.85,Salary,1053.61,Transportation,Positive,38.4,Low,2695.73,0,0,0,0,2695.73,2021,9,0.207245066959063,1.1945964793158659,0.44707738000008207
2023-11-06,1321,4537.59,3100.27,0.24,2650.22,normal,546.0,0.17,779.36,214.66,2,942.52,89,0,333.35,1960.12,Mixed,1519.75,Healthcare,Positive,26.5,Low,1437.32,0,0,0,0,1437.3200000000002,2023,11,0.10752289316736931,0.6322417079802727,0.683241544520329
2023-06-09,1860,4325.35,3511.59,0.34,3236.06,normal,628.0,0.18,547.05,845.94,6,747.19,29,0,359.72,1471.13,Salary,1549.11,Groceries,Positive,75.2,Low,813.76,0,0,0,0,813.7600000000002,2023,6,0.10243792697894687,0.41893558188740715,0.8118626238339094
2023-04-10,1793,2943.37,2528.99,0.07,2459.96,normal,679.0,0.47,553.71,730.82,5,455.0,63,0,480.6,2645.2,Salary,621.11,Dining Out,Negative,11.6,Low,414.38,0,0,0,0,414.3800000000001,2023,4,0.19003633861739275,1.0459511504592742,0.8592157968587028
2022-10-12,1683,4431.8,2816.37,0.25,2584.6,normal,607.0,0.49,908.21,1089.91,9,831.46,55,0,774.05,2509.19,Salary,1433.18,Utilities,Positive,7.5,Low,1615.43,0,0,0,0,1615.4300000000003,2022,10,0.2748395984902552,0.8909305240433608,0.6354912225280924
2019-06-30,1841,5502.74,4024.48,0.37,3064.05,normal,567.0,0.31,435.03,624.49,6,1343.09,62,0,778.98,1213.66,Mixed,971.14,Groceries,Neutral,86.8,Low,1478.26,0,0,0,0,1478.2599999999998,2019,6,0.19356041028903112,0.3015693953007594,0.7313592864645613
2022-05-15,1608,3976.21,2736.73,0.08,2872.86,normal,692.0,0.31,508.76,793.09,3,646.01,90,0,682.41,2494.57,Freelance,1374.23,Insurance,Positive,54.0,High,1239.48,0,0,0,0,1239.48,2022,5,0.24935232923963999,0.9115148370500561,0.6882760216386962
2021-07-19,1650,3333.33,1497.29,0.2,3327.99,normal,580.0,0.48,650.2,489.97,5,1710.05,66,0,535.82,2799.71,Freelance,1353.84,Groceries,Neutral,35.3,Low,1836.04,0,0,0,0,1836.04,2021,7,0.3578598668260658,1.8698515317673932,0.4491874491874492
2019-05-01,1192,4126.46,3783.5,0.29,3327.16,normal,706.0,0.36,598.56,388.81,8,1631.07,75,0,645.25,2227.36,Freelance,1242.9,Insurance,Positive,2.1,Low,342.96,0,0,0,0,342.96000000000004,2019,5,0.17054314787894806,0.5887035813400291,0.9168875985711724
2023-09-07,1978,2788.49,2128.48,0.19,2728.76,normal,671.0,0.14,921.83,394.93,5,640.45,64,0,487.03,1893.97,Freelance,856.72,Entertainment,Positive,11.4,Low,660.01,0,0,0,0,660.0099999999998,2023,9,0.22881586860106742,0.8898227843343607,0.7633091744994603
2023-11-06,1848,4581.92,4121.99,0.39,2635.18,normal,680.0,0.51,475.71,81.65,3,2116.1,81,0,300.61,2129.07,Salary,1371.69,Dining Out,Positive,28.7,High,459.93,0,0,0,0,459.9300000000003,2023,11,0.0729283671236466,0.516515081307815,0.8996206830324405
2021-08-18,1720,3781.06,1485.48,0.26,2926.85,normal,708.0,0.55,434.83,31.68,4,821.38,38,0,874.03,1000.0,Salary,1687.68,Investments,Positive,66.7,Low,2295.58,0,0,0,0,2295.58,2021,8,0.5883822064248593,0.6731830788701295,0.39287395598059804
2021-02-19,1707,4475.73,3712.6,0.25,3709.59,normal,712.0,0.33,754.26,477.1,1,1177.57,99,0,677.15,2384.39,Salary,1489.97,Dining Out,Negative,16.9,High,763.13,0,0,0,0,763.1299999999997,2021,2,0.18239239347088293,0.6422426331950655,0.8294959704897302
2020-02-25,1127,4476.58,2590.74,0.27,1943.46,normal,719.0,0.28,400.97,286.24,7,151.45,36,0,477.34,1174.88,Salary,1810.68,Groceries,Positive,37.5,Medium,1885.84,0,0,0,0,1885.8400000000001,2020,2,0.18424851586805316,0.4534920524637749,0.5787319784299622
2020-06-24,1078,5640.42,3730.16,0.28,3145.3,normal,692.0,0.29,363.17,729.6,6,1088.89,36,0,582.11,2198.75,Salary,833.25,Insurance,Neutral,89.5,Low,1910.26,0,0,0,0,1910.2600000000002,2020,6,0.15605496815150022,0.5894519269950887,0.6613266387964016
2019-01-01,1288,2157.06,3956.38,0.06,3239.51,normal,618.0,0.49,267.83,740.34,4,0.0,70,0,446.96,3407.45,Mixed,1805.61,Utilities,Positive,43.2,Low,0.0,0,0,0,0,-1799.3200000000002,2019,1,0.11297195921524221,0.861254480105551,1.8341538946529072
2023-01-10,1224,2223.4,4052.87,0.24,1666.71,normal,748.0,0.23,302.07,125.3,7,0.0,27,0,462.78,2958.2,Freelance,885.91,Utilities,Positive,49.7,Low,0.0,0,0,0,0,-1829.4699999999998,2023,1,0.1141857498513399,0.729902513527451,1.8228254025366555
2022-04-15,1069,3730.53,4765.88,0.14,2893.48,normal,663.0,0.18,717.12,591.04,9,661.11,51,0,924.02,1294.58,Mixed,1830.5,Entertainment,Neutral,9.5,Low,0.0,0,0,0,0,-1035.35,2022,4,0.19388234701671045,0.27163503906938485,1.2775342913741479
2022-07-14,1514,5238.6,3181.18,0.19,2859.72,normal,714.0,0.53,210.34,232.09,6,653.61,91,0,360.5,2024.95,Salary,1343.61,Education,Positive,62.5,Low,2057.42,0,0,0,0,2057.4200000000005,2022,7,0.11332272930170566,0.6365405289860996,0.6072576642614438
2020-09-22,1617,3496.23,2432.22,0.3,2910.22,normal,630.0,0.36,967.21,490.58,5,996.5,52,0,668.63,2302.19,Salary,946.7,Rent,Positive,1.1,Medium,1064.01,0,0,0,0,1064.0100000000002,2020,9,0.2749052306123624,0.9465385532558733,0.6956693352554036
2020-07-24,1001,3542.3,2119.47,0.16,2765.1,normal,755.0,0.19,722.67,156.73,9,1793.11,74,0,424.14,1312.69,Freelance,1880.87,Investments,Positive,72.3,Low,1422.83,0,0,0,0,1422.8300000000004,2020,7,0.2001160667525372,0.6193482332847363,0.5983315924681704
2020-11-21,1856,3281.77,2937.27,0.09,2975.45,normal,621.0,0.22,91.88,625.54,6,1642.86,89,0,579.78,2982.26,Salary,1094.01,Dining Out,Positive,40.7,Low,344.5,0,0,0,0,344.5,2020,11,0.19738736990470743,1.0153169439649743,0.8950261596638399
2023-09-07,1729,5056.46,3923.15,0.33,2480.91,normal,656.0,0.21,649.64,593.42,9,392.56,41,0,260.82,2065.56,Mixed,721.74,Transportation,Neutral,81.0,Low,1133.31,0,0,0,0,1133.31,2023,9,0.06648229101614773,0.5265054866625033,0.7758688885109345
2021-05-20,1196,3260.1,3222.86,0.3,2911.17,normal,755.0,0.18,524.17,399.3,6,488.06,95,0,324.37,2662.79,Salary,1377.67,Education,Neutral,2.6,Low,37.24,0,0,0,0,37.23999999999978,2021,5,0.10064663063241965,0.8262195689542828,0.9885770375141868
2019-01-31,1331,3647.96,4097.17,0.06,2428.01,normal,755.0,0.43,278.47,468.21,6,1218.43,70,0,661.48,1910.69,Mixed,824.43,Transportation,Positive,14.8,Medium,0.0,0,0,0,0,-449.21000000000004,2019,1,0.1614480238798976,0.46634384221303976,1.1231400563602671
2019-01-31,1577,4532.96,2762.25,0.36,2286.6,normal,664.0,0.37,509.45,299.82,9,1262.0,92,0,366.62,2385.74,Salary,1465.27,Utilities,Neutral,19.1,Medium,1770.71,0,0,0,0,1770.71,2019,1,0.132725133496244,0.863694451986605,0.6093700363559352
2022-12-11,1658,3920.2,3895.1,0.32,2050.64,normal,643.0,0.1,396.79,268.89,9,562.28,44,0,453.98,2066.76,Salary,1147.76,Groceries,Positive,88.6,High,25.1,0,0,0,0,25.09999999999991,2022,12,0.11655156478652667,0.5306051192523941,0.9935972654456405
2019-03-02,1098,4662.97,3417.66,0.08,3560.39,normal,732.0,0.25,744.83,576.0,4,438.31,69,0,338.79,2004.38,Mixed,982.79,Transportation,Positive,31.4,Medium,1245.31,0,0,0,0,1245.3100000000004,2019,3,0.09912922877056232,0.5864772973320928,0.7329363045440995
2021-07-19,1521,3737.23,2423.81,0.11,2830.88,normal,671.0,0.11,327.37,545.56,3,488.43,42,0,671.32,2644.04,Salary,1420.81,Healthcare,Positive,12.1,Medium,1313.42,0,0,0,0,1313.42,2021,7,0.27696890432830956,1.0908610823455633,0.6485578891317901
2023-05-10,1641,5164.49,2819.56,0.17,2912.26,normal,625.0,0.31,13.68,347.32,7,926.23,94,0,450.66,2810.69,Mixed,888.95,Insurance,Neutral,52.0,Medium,2344.93,0,0,0,0,2344.93,2023,5,0.15983344919065387,0.9968541190824101,0.5459512943194779
2019-04-01,1634,4768.91,1688.52,0.25,2566.43,normal,741.0,0.34,325.55,431.18,8,803.24,95,0,710.79,1137.22,Salary,1376.58,Transportation,Neutral,53.2,Low,3080.39,1,0,0,0,3080.39,2019,4,0.4209544453130552,0.6735010541776231,0.35406833007961985
2022-04-15,1332,3077.62,2409.3,0.1,2064.75,normal,684.0,0.32,652.87,560.68,4,1376.33,85,0,705.04,2279.27,Freelance,1261.18,Groceries,Neutral,48.6,Low,668.32,0,0,0,0,668.3199999999997,2022,4,0.29263271489644294,0.946029967210393,0.7828451855654696
2023-06-09,1738,5741.66,2394.88,0.32,2947.47,normal,706.0,0.54,548.53,694.92,7,1337.56,72,0,412.24,3188.04,Salary,853.71,Dining Out,Positive,33.2,Medium,3346.78,1,0,0,0,3346.7799999999997,2023,6,0.1721338856226617,1.3311898717263495,0.4171058544044754
2022-07-14,1484,3812.68,2777.01,0.37,1808.35,normal,708.0,0.25,419.17,531.29,1,984.48,33,0,711.01,2347.32,Mixed,1152.65,Groceries,Neutral,23.7,Medium,1035.67,0,0,0,0,1035.6699999999996,2022,7,0.25603436789928735,0.8452688323052492,0.7283616773503153
2022-01-15,1968,3464.86,3484.6,0.19,3205.74,normal,667.0,0.23,236.69,332.75,3,1285.67,48,0,477.9,2175.25,Salary,1112.12,Utilities,Negative,73.2,High,0.0,0,0,0,0,-19.73999999999978,2022,1,0.13714630086667048,0.6242466854158296,1.005697199886864
2023-04-10,1661,4410.87,2966.3,0.34,3034.19,normal,580.0,0.3,261.98,0.0,8,324.28,29,0,716.17,3150.67,Salary,674.96,Dining Out,Positive,51.0,Medium,1444.57,0,0,0,0,1444.5699999999997,2023,4,0.24143545831507263,1.0621548730742,0.6724977158701119
2019-08-29,1411,3605.42,1967.19,0.12,3775.75,normal,632.0,0.31,460.33,802.34,7,669.82,85,0,752.72,2787.72,Salary,763.19,Education,Positive,67.1,Low,1638.23,0,0,0,0,1638.23,2019,8,0.38263716265332787,1.4171076510148992,0.5456202051356014
2023-10-07,1358,2303.02,3598.26,0.3,2229.49,normal,663.0,0.44,455.64,573.45,8,1127.97,64,0,708.84,2370.78,Salary,1711.78,Healthcare,Positive,99.0,Medium,0.0,0,0,0,0,-1295.2400000000002,2023,10,0.19699521435360423,0.6588684530856581,1.5624093581471286
